@relation pan_features_trainset_dec31_withoutid

@attribute TSDiff numeric
@attribute dsr numeric
@attribute ddsr numeric
@attribute rep numeric
@attribute insertedTokens numeric
@attribute deletedTokens numeric
@attribute deleterTokens numeric
@attribute insPageCount numeric
@attribute delPageCount numeric
@attribute insRevisionCount numeric
@attribute delRevisionCount numeric
@attribute userType {0,1,2,3,4,5}
@attribute userPageStatus {-1,1,0}
@attribute comment_feature1 {0,1}
@attribute comment_feature2 {0,1}
@attribute comment_feature3 {0,1}
@attribute comment_feature4 {0,1}
@attribute comment_feature5 {0,1}
@attribute RevOrdinal numeric
@attribute CommentLength numeric
@attribute InsertSize numeric
@attribute DeleteSize numeric
@attribute SizeRatio numeric
@attribute KLDNew2OLD numeric
@attribute HasBecomeBlank {0,1}
@attribute HasInsInternalLink {0,1}
@attribute HasInsExternalLink {0,1}
@attribute Reverted {0,1}
@attribute KLDINSOld numeric
@attribute LongestInsertedWord numeric
@attribute LongestInsertedCharacterSequence numeric
@attribute InsCompressibiity numeric
@attribute InsUpperToLowerRatio numeric
@attribute InsUpperToAllRatio numeric
@attribute InsDigitRatio numeric
@attribute InsNonAlphabeticRatio numeric
@attribute InsCharacterDiversity numeric
@attribute InsAvgTermFrequency numeric
@attribute InsVulgarRatio numeric
@attribute InsBiasRatio numeric
@attribute InsSexRatio numeric
@attribute InsBadRatio numeric
@attribute InsPronounRatio numeric
@attribute InsGoodRatio numeric
@attribute InsAllSpecialRatio numeric
@attribute KLDDELOLD numeric
@attribute DelVulgarRatio numeric
@attribute DelBiasRatio numeric
@attribute DelSexRatio numeric
@attribute DelBadRatio numeric
@attribute DelPronounRatio numeric
@attribute DelGoodRatio numeric
@attribute DelAllSpecialRatio numeric
@attribute LongestCommentCharacterSequence numeric
@attribute CommentUpperToLowerRatio numeric
@attribute CommentUpperToAllRatio numeric
@attribute CommentDigitRatio numeric
@attribute CommentNonAlphabeticRatio numeric
@attribute CommentCharacterDiversity numeric
@attribute CommentVulgarRatio numeric
@attribute CommentBiasRatio numeric
@attribute CommentSexRatio numeric
@attribute CommentBadRatio numeric
@attribute CommentPronounRatio numeric
@attribute CommentGoodRatio numeric
@attribute CommentAllSpecialRatio numeric
@attribute label {0,1}

@data
175810,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,27,16,14,19,0.998234,41.008535,0,1,0,0,3079.273471,9,2,0.864865,0.055556,0.6,0.346667,0.13376,0.033333,14.071429,0,0,0,0,0,0,0,3034.378397,0,0,0,0,0,0,0,0,0.050505,0.223301,0.029126,0.009709,0.035714,0,0,0,0,0,0.052632,0.052632,0
411088,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,5,9,0,1,0.997447,6.059129,0,0,0,0,1237.043614,0,1,0,1,1,1,0.157666,1,1,0,0,0,0,0,0,0,1237.043614,0,0,0,0,0,0,0,0,0.121212,0.232877,0.013699,0.013699,0.04,0,0,0,0,0,0.083333,0.083333,0
1914,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,4,8,0,1,0.986971,4.84425,0,0,0,0,446.613457,0,1,0,1,1,1,0.149615,1,1,0,0,0,0,0,0,0,446.613457,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
26487,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,133,8,0,5,0.994427,0.000604,0,0,0,0,3464.314468,0,1,0,1,1,1,0.075127,1,1,0,0,0,0,0,0,0,3441.556407,0,0,0,0,0,0,0,0,0.109091,0.233333,0.016667,0.016667,0.041667,0,0,0,0,0,0.090909,0.090909,0
141369,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,49,8,0,3,0.999325,8.21003,0,1,0,0,18613.25303,0,1,0,1,1,1,0.09996,1,1,0,0,0,0,0,0,0,18604.4068,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
269231,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,3,9,0,1,0.997798,6.091315,0,1,0,0,1370.45786,0,1,0,1,1,1,0.149093,1,1,0,0,0,0,0,0,0,1370.45786,0,0,0,0,0,0,0,0,0.121212,0.232877,0.013699,0.013699,0.04,0,0,0,0,0,0.083333,0.083333,0
824,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,73,8,0,3,0.992576,19.741929,0,1,0,0,2350.621783,0,1,0,1,1,1,0.065956,1,1,0,0,0,0,0,0,0,2336.364669,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
68432,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,46,10,1,2,0.994143,11.371601,0,0,0,0,919.091828,1,1,1,0.333333,1,0.666667,0.095238,0.333333,1.5,0,0,0,0,0,0,0,912.704948,0,0,0,0,0,0,0,0,0.089552,0.222222,0.013889,0.013889,0.037037,0,0,0,0,0,0.076923,0.076923,0
16056,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,611,9,4,5,0.999724,8.856803,0,0,0,0,16848.01449,8,1,1,0.136364,0.291667,0.041667,0.091099,0.066667,4.2,0,0,0,0,0,0,0,16839.57983,0,0,0,0,0,0,0,0,0.121212,0.232877,0.013699,0.013699,0.04,0,0,0,0,0,0.083333,0.083333,0
17421,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,810,17,2,5,0.999729,26.6868,0,0,0,0,18296.79447,7,2,1,0.125,0.647059,0.411765,0.072624,0.076923,2.333333,0,0,0,0,0,0,0,18268.63558,0,0,0,0,0,0,0,0,0.051546,0.237624,0.029703,0.009901,0.041667,0,0,0,0,0,0.1,0.1,0
5887,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,509,8,22,23,0.998987,7.656337,0,1,0,0,5296.070992,8,1,0.57971,0.138211,0.280576,0.007194,0.081248,0.05,22.111111,0,0,0,0,0,0,0,5288.445135,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
3659,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,1615,7,6,8,1.000025,8.716873,0,1,0,0,27708.00647,6,1,0.818182,0.129032,0.823529,0.441176,0.078754,0.058824,6.2,0,0,0,0,0,0,0,27685.31233,0,0,0,0,0,0,0,0,0.106383,0.254902,0.039216,0.019608,0.043478,0,0,0,0,0,0,0,0
48371,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,19,8,0,3,0.992944,12.594334,0,0,0,0,1565.736902,0,1,0,1,1,1,0.10686,1,1,0,0,0,0,0,0,0,1553.512574,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
5158,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,246,7,9,13,1.000372,40.067545,0,1,0,0,9982.256227,13,2,0.863636,0.058824,0.247191,0.05618,0.066143,0.035714,9.1,0,0,0,0,0,0,0,9932.19452,0,0,0,0,0,0,0,0,0.121951,0.266667,0.022222,0.022222,0.043478,0,0,0,0,0,0,0,0
133163,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,22,8,0,2,0.989091,5.335155,0,1,0,0,1428.891176,0,1,0,1,1,1,0.080882,1,1,0,0,0,0,0,0,0,1428.891176,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
318839,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,28,9,0,1,0.992288,5.459604,0,0,0,0,826.029486,0,1,0,1,1,1,0.154793,1,1,0,0,0,0,0,0,0,826.029486,0,0,0,0,0,0,0,0,0.095238,0.220588,0.014706,0.014706,0.038462,0,0,0,0,0,0.083333,0.083333,0
167715,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,26,8,0,2,0.993669,5.662973,0,0,0,0,1484.162917,0,1,0,1,1,1,0.078312,1,1,0,0,0,0,0,0,0,1484.162917,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
72021,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,8,10,0,1,0.998539,7.266129,0,0,0,0,2793.903067,0,1,0,1,1,1,0.219737,1,1,0,0,0,0,0,0,0,2793.903067,0,0,0,0,0,0,0,0,0.118421,0.22619,0.011905,0.011905,0.037037,0,0,0,0,0,0.076923,0.076923,0
43870,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,76,9,0,1,0.998456,7.137279,0,1,0,0,3404.346648,0,1,0,1,1,1,0.045257,1,1,0,0,0,0,0,0,0,3404.346648,0,0,0,0,0,0,0,0,0.095238,0.220588,0.014706,0.014706,0.038462,0,0,0,0,0,0.083333,0.083333,0
8146,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,17,10,22,33,0.994738,50.122933,0,1,1,0,3239.14654,13,3,0.9,0.023256,0.305344,0.099237,0.109706,0.029412,22.043478,0,0,0,0,0,0.043478,0.043478,3151.363961,0,0,0,0,0,0.029412,0.029412,0,0.09375,0.231884,0.014493,0.014493,0.04,0,0,0,0,0,0.076923,0.076923,0
281294,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,12,9,0,1,0.996264,6.154863,0,0,0,0,1007.811563,0,1,0,1,1,1,0.162336,1,1,0,0,0,0,0,0,0,1007.811563,0,0,0,0,0,0,0,0,0.1,0.230769,0.015385,0.015385,0.04,0,0,0,0,0,0.083333,0.083333,0
333067,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,6,7,0,4,0.992746,0.002626,0,0,0,0,1253.471709,0,1,0,1,1,1,0.124954,1,1,0,0,0,0,0,0,0,1236.717833,0,0,0,0,0,0,0,0,0.104167,0.230769,0.019231,0.019231,0.045455,0,0,0,0,0,0.1,0.1,0
149264,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,61,10,0,2,0.997233,6.473121,0,1,0,0,3690.092488,0,1,0,1,1,1,0.0865,1,1,0,0,0,0,0,0,0,3690.092488,0,0,0,0,0,0,0,0,0.089552,0.222222,0.013889,0.013889,0.037037,0,0,0,0,0,0.076923,0.076923,0
93928,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,40,10,0,2,0.98877,4.920035,0,0,0,0,826.26373,0,1,0,1,1,1,0.105834,1,1,0,0,0,0,0,0,0,826.26373,0,0,0,0,0,0,0,0,0.118421,0.22619,0.011905,0.011905,0.037037,0,0,0,0,0,0.076923,0.076923,0
21578,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,284,14,0,7,0.988686,5.329978,0,0,0,0,4106.511286,0,1,0,1,1,1,0.098396,1,1,0,0,0,0,0,0,0,4106.511286,0,0,0,0,0,0,0,0,0.065934,0.322917,0.114583,0.020833,0.034483,0,0,0,0,0,0,0,0
1505,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,2218,10,0,1,0.999688,0.000062,0,0,0,0,13321.08739,0,1,0,1,1,1,0.060649,1,1,0,0,0,0,0,0,0,13321.08739,0,0,0,0,0,0,0,0,0.084507,0.210526,0.013158,0.013158,0.04,0,0,0,0,0,0.076923,0.076923,0
141385,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,22,8,0,1,0.999808,9.110741,0,0,0,0,24730.65994,0,1,0,1,1,1,0.097642,1,1,0,0,0,0,0,0,0,24730.65994,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
4974,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,595,9,0,1,0.9995,8.332068,0,1,0,0,12076.72522,0,1,0,1,1,1,0.066797,1,1,0,0,0,0,0,0,0,12076.72522,0,0,0,0,0,0,0,0,0.095238,0.220588,0.014706,0.014706,0.04,0,0,0,0,0,0.083333,0.083333,0
6675,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,1459,9,0,2,0.999055,7.709533,0,0,0,0,9579.808558,0,1,0,1,1,1,0.10408,1,1,0,0,0,0,0,0,0,9579.808558,0,0,0,0,0,0,0,0,0.095238,0.220588,0.014706,0.014706,0.04,0,0,0,0,0,0.083333,0.083333,0
3214,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,48,17,8,12,0.995405,5.889458,0,0,0,0,2299.793616,9,2,0.704545,0.069767,0.466667,0.244444,0.100084,0.071429,8.2,0,0,0,0,0,0,0,2284.567801,0,0,0,0,0,0,0,0,0.058252,0.231481,0.027778,0.009259,0.035714,0,0,0,0,0,0.05,0.05,0
31013,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,82,10,0,2,0.997922,6.607327,0,1,0,0,3348.785355,0,1,0,1,1,1,0.077825,1,1,0,0,0,0,0,0,0,3348.785355,0,0,0,0,0,0,0,0,0.08,0.2,0.0125,0.0125,0.038462,0,0,0,0,0,0.076923,0.076923,0
10,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,5494,15,6,8,0.999742,18.395221,0,0,0,0,46989.70278,10,2,0.875,0.076923,0.292683,0.097561,0.078612,0.052632,6.166667,0,0,0,0,0,0,0,46978.29916,0,0,0,0,0,0,0,0,0.066038,0.223214,0.026786,0.017857,0.033333,0,0,0,0,0,0,0,0
36015,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,60,6,5,16,0.985083,33.861012,0,1,0,0,1410.534555,8,2,0.896552,0.068966,0.433333,0.233333,0.098719,0.071429,5.166667,0,0,0,0,0,0,0,1384.352818,0,0,0,0,0,0,0,0,0.111111,0.22449,0.020408,0.020408,0.045455,0,0,0,0,0,0,0,0
202814,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,20,8,4,3,1.002134,12.682542,0,1,0,0,2445.092031,8,2,0.75,0.096774,0.212121,0.030303,0.063686,0.1,4.333333,0,0,0,0,0,0,0,2438.676525,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
132,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,484,9,0,3,0.998395,0.000409,0,1,0,0,7576.618009,0,1,0,1,1,1,0.147001,1,1,0,0,0,0,0,0,0,7576.618009,0,0,0,0,0,0,0,0,0.1,0.230769,0.015385,0.015385,0.04,0,0,0,0,0,0.083333,0.083333,0
408467,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,3,8,0,1,0.991635,5.337561,0,0,0,0,739.866671,0,1,0,1,1,1,0.141104,1,1,0,0,0,0,0,0,0,739.866671,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
78306,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,25,8,0,2,0.992251,5.320592,0,1,0,0,1219.149675,0,1,0,1,1,1,0.054668,1,1,0,0,0,0,0,0,0,1219.149675,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
322178,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,1,0,0,0,0,15,14,4,1,1.001033,7.552174,0,0,0,0,5504.293828,8,2,1,0.076923,0.37037,0.185185,0.082424,0.055556,4.2,0,0,0,0,0,0,0,5511.35369,0,0,0,0,0,0,0,0,0.073684,0.207921,0.009901,0.009901,0.035714,0,0,0,0,0,0.058824,0.058824,0
4008,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,342,20,2,2,1,0.000138,0,1,0,0,16233.58313,6,1,0.785714,0.230769,0.333333,0.066667,0.066667,0.142857,2.5,0,0,0,0,0,0,0,16233.58313,0,0,0,0,0,0,0,0,0.211111,0.37963,0.018519,0.018519,0.032258,0,0,0,0,0,0,0,0
235852,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,9,9,0,1,0.996488,6.32794,0,0,0,0,1158.040109,0,1,0,1,1,1,0.199648,1,1,0,0,0,0,0,0,0,1158.040109,0,0,0,0,0,0,0,0,0.121212,0.232877,0.013699,0.013699,0.04,0,0,0,0,0,0.083333,0.083333,0
17706,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,252,7,7,14,0.999652,78.666853,0,0,0,0,10689.47113,7,2,0.893617,0.020833,0.854167,0.604167,0.139131,0.052632,7.125,0,0,0,0,0,0,0,10594.95903,0,0,0,0,0,0,0,0,0.104167,0.230769,0.019231,0.019231,0.045455,0,0,0,0,0,0.1,0.1,0
9415,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,261,8,4,6,0.999793,35.384121,0,0,0,0,16636.83942,9,2,0.964286,0.034483,0.655172,0.448276,0.070931,0.0625,4.2,0,0,0,0,0,0,0,16599.92937,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
55988,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,5,8,0,1,0.987421,4.745009,0,0,0,0,298.975788,0,1,0,1,1,1,0.094268,1,1,0,0,0,0,0,0,0,298.975788,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
15896,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,25,9,0,1,0.996216,6.167521,0,1,0,0,1444.230201,0,1,0,1,1,1,0.108635,1,1,0,0,0,0,0,0,0,1444.230201,0,0,0,0,0,0,0,0,0.092308,0.214286,0.014286,0.014286,0.038462,0,0,0,0,0,0.083333,0.083333,0
9940,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,80,8,0,1,0.997829,6.6053,0,0,0,0,2194.699528,0,1,0,1,1,1,0.093002,1,1,0,0,0,0,0,0,0,2194.699528,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
36787,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,7,8,1,1,1.00128,4.589732,0,0,0,0,326.674211,7,1,1,0.111111,0.222222,0.111111,0.11509,0.125,1.5,0,0,0,0,0,0,0,326.674211,0,0,0,0,0,0,0,0,0.413793,0.5,0.025,0.025,0.045455,0,0,0,0,0,0,0,0
41260,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,20,8,0,2,0.986044,4.99048,0,0,0,0,895.697773,0,1,0,1,1,1,0.080566,1,1,0,0,0,0,0,0,0,895.697773,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
432501,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,11,9,0,1,0.996249,6.100324,0,0,0,0,1413.940611,0,1,0,1,1,1,0.081325,1,1,0,0,0,0,0,0,0,1413.940611,0,0,0,0,0,0,0,0,0.095238,0.220588,0.014706,0.014706,0.038462,0,0,0,0,0,0.083333,0.083333,0
2574,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,3677,10,1,1,1,8.33015,0,0,0,0,11997.18404,10,2,1,0.083333,0.166667,0.083333,0.083333,0.125,1.5,0,0,0,0,0,0,0,11997.18404,0,0,0,0,0,0,0,0,0.131148,0.279412,0.029412,0.014706,0.035714,0,0,0,0,0,0,0,0
738,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,2267,17,5,7,0.99932,15.894433,0,1,0,0,14709.70858,10,2,0.878049,0.075,0.285714,0.119048,0.055799,0.058824,5.2,0,0,0,0,0,0,0,14701.65533,0,0,0,0,0,0,0,0,0.070796,0.3,0.091667,0.016667,0.033333,0,0,0,0,0,0,0,0
14530,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,9,9,0,1,0.990196,5.030481,0,1,0,0,463.372935,0,1,0,1,1,1,0.145545,1,1,0,0,0,0,0,0,0,463.372935,0,0,0,0,0,0,0,0,0.121212,0.232877,0.013699,0.013699,0.04,0,0,0,0,0,0.083333,0.083333,0
16174,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,346,16,8,11,0.999836,42.118243,0,1,0,0,12816.84405,8,2,0.941176,0.081633,0.403846,0.173077,0.07854,0.038462,8.111111,0,0,0,0,0,0,0,12780.21915,0,0,0,0,0,0,0,0,0.050505,0.223301,0.029126,0.009709,0.037037,0,0,0,0,0,0.052632,0.052632,0
25970,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,143,8,0,15,0.98629,7.078591,0,0,0,0,2594.393073,0,1,0,1,1,1,0.122109,1,1,0,0,0,0,0,0,0,2511.47245,0,0,0,0,0,0,0,0,0.09434,0.22807,0.017544,0.017544,0.041667,0,0,0,0,0,0.090909,0.090909,0
374287,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,5,9,0,1,0.997354,6.021029,0,0,0,0,1201.983133,0,1,0,1,1,1,0.157294,1,1,0,0,0,0,0,0,0,1201.983133,0,0,0,0,0,0,0,0,0.121212,0.232877,0.013699,0.013699,0.04,0,0,0,0,0,0.083333,0.083333,0
21694,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,162,8,2,8,0.998945,0.000175,0,0,0,0,9800.522846,9,1,1,0.05,0.15,0.05,0.09184,0.0625,2.333333,0,0,0,0,0,0,0,9761.864409,0,0,0,0,0,0,0,0,0.109091,0.233333,0.016667,0.016667,0.041667,0,0,0,0,0,0.090909,0.090909,0
6081,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,54,17,3,4,0.998822,14.172128,0,0,0,0,4046.918367,10,2,1,0.083333,0.36,0.2,0.118514,0.066667,3.25,0,0,0,0,0,0,0,4039.765543,0,0,0,0,0,0,0,0,0.07563,0.283465,0.07874,0.015748,0.03125,0,0,0,0,0,0,0,0
6115,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,4049,9,0,2,0.999412,8.117313,0,1,0,0,14884.8463,0,1,0,1,1,1,0.094556,1,1,0,0,0,0,0,0,0,14884.8463,0,0,0,0,0,0,0,0,0.121212,0.232877,0.013699,0.013699,0.04,0,0,0,0,0,0.083333,0.083333,0
71914,0.59466,0.723889,0.77316,2718133,1101768,3411246,250404,267323,298104,318815,0,1,0,0,0,0,0,33,16,2,5,0.995263,20.202055,0,0,0,0,3724.830807,4,2,1,0.090909,0.636364,0.454545,0.17284,0.111111,2.333333,0,0,0,0,0,0,0,3701.101749,0,0,0,0,0,0,0,0,0.050505,0.223301,0.029126,0.009709,0.037037,0,0,0,0,0,0.052632,0.052632,0
52,0.594749,0.746295,0.767463,4723,1914,1425,164,116,297,198,0,1,0,0,0,0,0,1568,6,0,0,0.99996,0,0,0,0,0,11465.99139,0,1,0,1,1,1,0.068776,1,1,0,0,0,0,0,0,0,11465.99139,0,0,0,0,0,0,0,0,0.047619,0.186047,0.023256,0.023256,0.058824,0,0,0,0,0,0,0,0
7069,0.594907,0.756097,0.808157,864,350,253,17,12,91,41,0,1,0,0,0,0,0,742,1,17,0,1.008484,-0.013903,0,0,0,0,4980.25479,13,3,0.88764,0.034091,0.244444,0.033333,0.076079,0.038462,17.058824,0,0,0,0,0,0,0,5056.671429,0,0,0,0,0,0,0,0,0.285714,0.375,0.125,0.125,0.125,0,0,0,0,0,0,0,0
5187,0.59493,0.77982,0.819089,167924,68021,107020,1305,982,4291,3004,0,0,0,0,0,0,0,523,3,36,7,1.016815,7.269879,0,0,0,0,5175.543402,9,3,0.742105,0.054945,0.303665,0.068063,0.055538,0.034483,36.03125,0,0,0,0,0,0,0,5235.944789,0,0,0,0,0,0,0,0,0.173913,0.269231,0.038462,0.038462,0.0625,0,0,0,0,0,0,0,0
14,0.595041,0.726967,0.776969,605,245,182,15,10,31,14,0,0,0,0,0,0,0,117,4,10,10,1.007282,12.048078,0,1,0,0,1221.025218,9,2,0.898551,0.126984,0.342857,0.1,0.076865,0.03125,10.090909,0,0,0,0,0,0,0,1204.473097,0,0,0,0,0,0,0,0,0.068966,0.2,0.033333,0.033333,0.0625,0,0,0,0,0,0,0,0
3,0.595284,0.696344,0.714681,7845,3175,58,6,2,52,8,0,0,0,0,0,0,0,371,3,6,0,1.001749,-0.008515,0,1,0,0,15841.85731,13,1,0.868852,0.016129,0.112903,0.016129,0.080565,0.05,6.142857,0,0,0,0,0,0,0,15843.64907,0,0,0,0,0,0,0,0,0.047619,0.190476,0.047619,0.047619,0.083333,0,0,0,0,0,0,0,0
30,0.595475,0.675988,0.750799,464849,188043,237383,853,176,5902,2940,3,1,0,0,0,0,0,101,6,76,11,1.021913,23.889478,0,0,0,0,7804.169355,13,2,0.662222,0.022624,0.195122,0.006652,0.069331,0.028571,76.015873,0,0,0,0,0,0,0,7944.899409,0,0,0,0,0,0,0,0,0.057143,0.222222,0.027778,0.027778,0.055556,0,0,0,0,0,0,0,0
1,0.595475,0.675988,0.750799,464849,188043,237383,853,176,5902,2940,3,1,0,0,0,0,0,1544,16,0,46,0.991282,59.319155,0,0,0,0,13352.76985,0,1,0,1,1,1,0.073428,1,1,0,0,0,0,0,0,0,13143.94404,0,0,0,0,0,0,0,0,0.136842,0.35514,0.093458,0.009346,0.033333,0,0,0,0,0,0,0,0
